label,text,reference_link
Fato,"O STF decidiu que a proibição de acesso de pessoas casadas a cursos de formação de militares é inconstitucional e inválida.","https://noticias.stf.jus.br/postsnoticias/portal-do-stf-publicou-mais-de-1-800-materias-em-2025/"
Fato,"A Corte definiu que revistas íntimas vexatórias em visitantes de presídios são proibidas e geram provas ilícitas para processos criminais.","https://noticias.stf.jus.br/postsnoticias/em-2025-julgamentos-de-temas-de-repercussao-geral-tiveram-impacto-em-mais-de-220-mil-processos-em-todo-o-pais/"
Fato,"O STF fixou tese de que a exigência de altura mínima para cargos de segurança pública deve estar prevista em lei específica.","https://noticias.stf.jus.br/postsnoticias/em-2025-julgamentos-de-temas-de-repercussao-geral-tiveram-impacto-em-mais-de-220-mil-processos-em-todo-o-pais/"
Fato,"A Justiça estadual pode determinar pagamento de auxílio assistencial a mulheres vítimas de violência doméstica, decidiu o STF.","https://noticias.stf.jus.br/postsnoticias/em-2025-julgamentos-de-temas-de-repercussao-geral-tiveram-impacto-em-mais-de-220-mil-processos-em-todo-o-pais/"
Fato,"O STF validou provas obtidas por perícia policial em celular esquecido em cena de crime sem necessidade de autorização judicial prévia.","https://noticias.stf.jus.br/postsnoticias/em-2025-julgamentos-de-temas-de-repercussao-geral-tiveram-impacto-em-mais-de-220-mil-processos-em-todo-o-pais/"
Fato,"Multas moratórias instituídas por entes federados devem observar o teto de 20% do débito tributário, conforme tese fixada pelo STF.","https://noticias.stf.jus.br/postsnoticias/em-2025-julgamentos-de-temas-de-repercussao-geral-tiveram-impacto-em-mais-de-220-mil-processos-em-todo-o-pais/"
Fato,"O STF decidiu que empresas de um mesmo grupo econômico não respondem solidariamente por dívidas trabalhistas sem participar do processo.","https://noticias.stf.jus.br/postsnoticias/em-2025-julgamentos-de-temas-de-repercussao-geral-tiveram-impacto-em-mais-de-220-mil-processos-em-todo-o-pais/"
Fato,"A reparação por danos ambientais em casos de condenação criminal é imprescritível, decidiu o Supremo Tribunal Federal em 2025.","https://noticias.stf.jus.br/postsnoticias/em-2025-julgamentos-de-temas-de-repercussao-geral-tiveram-impacto-em-mais-de-220-mil-processos-em-todo-o-pais/"
Fato,"O STF reafirmou que acordos internacionais sobre transporte aéreo de cargas se sobrepõem às normas nacionais em voos internacionais.","https://noticias.stf.jus.br/postsnoticias/em-2025-julgamentos-de-temas-de-repercussao-geral-tiveram-impacto-em-mais-de-220-mil-processos-em-todo-o-pais/"
Fato,"Ministro Luiz Fux realizou audiência de conciliação sobre operação de crédito para apoio financeiro ao Banco Regional de Brasília (BRB).","https://noticias.stf.jus.br/postsnoticias/ministro-luiz-fux-recebe-autoridades-em-audiencia-sobre-operacao-de-credito-para-apoio-financeiro-ao-brb/"
